Date,Product,Quantity Sold,Total Sales
2022-09-26,Camera,10,203240
2020-07-09,Monitor,6,54900
2022-12-30,Printer,4,68312
2021-03-09,Monitor,5,130795
2021-08-03,Camera,9,861750
2020-09-24,Mouse,8,15312
2021-12-04,Laptop,1,63051
2023-07-06,Monitor,1,13142
2020-11-19,Monitor,8,40352
2022-05-26,Headphones,3,34947
2021-09-10,Tablet,5,105585
2023-09-02,Camera,5,154015
2022-01-31,Tablet,1,40974
2023-07-05,Smartwatch,4,76260
2023-09-04,Mobile,2,20284
2021-03-13,Monitor,2,27392
2023-04-30,Headphones,9,109260
2022-06-30,Laptop,1,141173
2021-12-04,Mobile,7,191268
2022-09-05,Mobile,4,240836
2020-07-01,Mobile,2,102142
2022-01-22,Smartwatch,3,52623
2020-09-29,Tablet,2,99534
2023-02-27,Laptop,10,1351990
2020-12-02,Monitor,6,113772
2023-07-10,Tablet,7,307944
2021-03-20,Mobile,2,56702
2020-09-09,Mouse,7,7133
2022-05-29,Camera,3,157431
2021-07-21,Mobile,4,189380
2023-11-15,Laptop,5,384640
2022-11-26,Mouse,9,6174
2022-03-13,Smartwatch,1,12842
2022-10-10,Printer,2,21798
2022-10-20,Mouse,2,2762
2020-01-25,Camera,6,223794
2022-03-03,Mouse,7,7336
2023-01-23,Tablet,8,158264
2020-02-04,Mouse,2,656
2021-06-20,Headphones,1,1990
2022-03-26,Keyboard,5,23020
2022-04-30,Printer,7,39900
2023-08-04,Keyboard,9,15750
2021-07-22,Mobile,5,101785
2022-11-13,Headphones,3,29364
2021-10-31,Printer,10,237840
2023-08-23,Mobile,5,336710
2021-05-03,Laptop,4,245200
2022-06-08,Mobile,8,137696
2021-09-25,Tablet,2,31660
2023-12-20,Tablet,1,25736
2022-10-13,Camera,9,790137
2021-06-14,Tablet,6,139908
2021-07-04,Mobile,1,53910
2022-05-29,Smartwatch,9,63828
2021-06-22,Mouse,2,2632
2022-07-21,Keyboard,6,5724
2022-10-20,Mouse,3,3159
2020-11-18,Smartwatch,2,47610
2023-10-12,Mobile,4,306768
2020-01-06,Laptop,1,82053
2020-04-04,Monitor,6,180588
2020-11-03,Tablet,1,42483
2021-04-04,Camera,4,298236
2021-10-17,Smartwatch,2,47456
2022-02-02,Mobile,9,152127
2021-01-02,Headphones,9,15768
2022-04-01,Mobile,8,376016
2021-09-28,Camera,2,184988
2022-07-24,Laptop,6,457812
2021-08-20,Mouse,5,9070
2023-06-29,Headphones,8,56264
2023-04-26,Monitor,4,84256
2020-11-04,Laptop,7,371931
2021-04-22,Keyboard,6,3468
2021-11-17,Laptop,7,1027187
2021-09-21,Mobile,4,317772
2021-05-02,Printer,8,39696
2020-10-18,Smartwatch,2,12876
2021-04-19,Keyboard,7,24857
2022-07-27,Mobile,10,225270
2022-11-01,Tablet,7,139328
2023-04-27,Mouse,1,1190
2023-09-18,Tablet,4,136460
2021-06-18,Camera,7,782915
2021-10-30,Camera,8,445160
2021-04-23,Mobile,4,111360
2023-04-12,Mobile,3,71544
2020-12-02,Monitor,8,204640
2022-04-12,Mobile,9,512649
2021-03-01,Monitor,5,176825
2021-06-26,Mobile,2,61316
2023-11-06,Smartwatch,10,63210
2021-03-16,Camera,3,95865
2023-12-27,Headphones,6,44952
2022-11-17,Laptop,5,420500
2020-12-22,Laptop,7,764890
2023-02-12,Keyboard,4,5100
2022-08-04,Mobile,3,77757
2020-01-25,Laptop,4,268532
2021-02-09,Printer,6,141918
2023-08-13,Mobile,10,439240
2020-06-02,Laptop,2,151838
2023-08-15,Monitor,3,33081
2021-11-10,Mobile,1,70423
2020-04-13,Tablet,10,433870
2022-03-19,Monitor,1,30082
2023-10-31,Printer,3,43794
2021-03-15,Tablet,5,166700
2022-07-02,Tablet,1,31107
2023-08-18,Smartwatch,8,148000
2023-02-01,Monitor,1,10748
2021-07-26,Printer,3,50211
2021-02-12,Keyboard,4,19812
2020-02-09,Printer,6,112308
2023-01-20,Monitor,6,227544
2021-10-20,Printer,5,44460
2020-02-23,Camera,10,487070
2020-03-01,Smartwatch,1,20456
2022-12-20,Camera,10,505080
2020-11-22,Mobile,4,166432
2021-06-29,Keyboard,1,2297
2023-03-25,Printer,6,52152
2020-12-26,Headphones,10,62100
2023-11-29,Camera,10,236970
2023-12-11,Camera,10,938730
2020-10-18,Mouse,4,7836
2022-10-05,Keyboard,5,9690
2022-10-01,Laptop,2,114724
2021-04-21,Mouse,4,1360
2022-12-14,Monitor,1,26740
2023-06-11,Headphones,3,19746
2020-12-29,Camera,1,22872
2020-10-29,Mouse,3,5655
2020-08-15,Keyboard,6,6564
2022-02-04,Printer,10,63100
2021-11-20,Smartwatch,6,56826
2020-11-18,Printer,8,194176
2021-10-11,Tablet,9,345456
2021-04-02,Mouse,3,3222
2021-09-20,Smartwatch,3,32469
2020-01-04,Mouse,7,13146
2023-03-08,Laptop,3,386868
2021-10-13,Mouse,4,6436
2023-03-04,Mobile,8,227472
2021-11-09,Mobile,4,221828
2021-10-16,Tablet,2,74006
2022-07-03,Laptop,5,387415
2021-05-26,Mobile,6,261840
2020-08-09,Laptop,1,100585
2022-06-16,Printer,3,49698
2022-10-06,Printer,6,125352
2022-02-07,Mobile,8,316536
2020-11-29,Monitor,2,14378
2021-08-26,Laptop,6,505356
2020-08-02,Mobile,6,193776
2022-02-07,Tablet,2,42202
2021-11-23,Mouse,10,12880
2023-12-13,Laptop,7,949711
2020-12-03,Mouse,7,4347
2020-04-19,Mobile,6,221646
2021-01-24,Printer,9,186282
2021-06-27,Smartwatch,5,63915
2020-07-15,Laptop,7,874601
2023-01-30,Monitor,3,25716
2022-01-08,Laptop,7,430395
2021-08-26,Mouse,8,5664
2020-07-17,Laptop,4,289564
2023-07-31,Smartwatch,2,41034
2020-08-24,Smartwatch,7,143017
2022-09-28,Smartwatch,2,52064
2023-01-19,Printer,3,45471
2022-02-20,Camera,3,235284
2020-04-01,Smartwatch,8,161912
2021-06-23,Headphones,5,51220
2020-05-06,Tablet,2,41232
2023-09-30,Camera,9,668358
2023-04-22,Headphones,9,17991
2022-03-03,Keyboard,7,34202
2023-11-08,Monitor,10,204430
2022-09-02,Smartwatch,2,35872
2020-03-12,Keyboard,10,47330
2023-03-16,Mouse,3,1638
2022-07-08,Tablet,3,86658
2021-01-29,Tablet,1,42746
2020-06-09,Printer,4,94208
2020-10-29,Mouse,5,4770
2020-05-17,Mobile,7,434574
2023-02-04,Camera,5,440580
2022-07-27,Laptop,10,1270140
2022-12-06,Printer,2,33160
2020-11-02,Tablet,10,215660
2020-08-04,Mouse,2,3818
2021-08-08,Keyboard,6,23196
2021-06-24,Printer,8,173952
2023-06-01,Monitor,1,16285
2021-07-18,Printer,3,69774
2023-05-31,Printer,1,15969
2021-11-09,Headphones,1,13218
2022-08-31,Smartwatch,6,33972
2021-11-22,Smartwatch,5,70930
2022-10-03,Mobile,4,110456
2021-09-07,Monitor,6,135936
2022-05-03,Mouse,2,1368
2022-06-23,Headphones,7,91973
2022-09-19,Keyboard,6,5760
2022-11-21,Tablet,2,70778
2023-12-24,Keyboard,7,11277
2022-12-09,Mouse,1,655
2021-01-29,Headphones,1,5087
2020-03-08,Monitor,1,28617
2023-12-14,Headphones,5,35175
2022-08-08,Keyboard,7,10598
2023-10-27,Laptop,4,395276
2022-09-28,Mouse,8,5304
2022-08-29,Mouse,9,9144
2021-12-06,Tablet,5,104615
2021-08-06,Laptop,7,395549
2020-11-29,Mouse,4,3012
2023-08-18,Headphones,4,21632
2023-08-27,Printer,9,32913
2023-10-29,Laptop,8,538736
2023-08-18,Tablet,10,155540
2021-04-03,Smartwatch,10,150090
2023-12-30,Smartwatch,7,121352
2021-12-15,Monitor,5,96500
2022-08-13,Smartwatch,9,228906
2022-03-24,Mouse,2,630
2022-11-13,Camera,9,943632
2023-05-01,Mouse,5,4555
2023-11-02,Mobile,8,146936
2021-11-19,Smartwatch,6,84432
2021-06-18,Smartwatch,4,39648
2022-11-25,Headphones,1,14196
2023-05-13,Printer,6,45510
2020-02-22,Monitor,5,110005
2022-05-07,Printer,7,29099
2023-04-09,Mouse,4,4008
2023-12-31,Headphones,9,103122
2022-09-01,Camera,9,534123
2020-12-14,Keyboard,3,8718
2020-07-18,Monitor,3,65853
2023-02-18,Tablet,6,125112
2021-03-31,Camera,4,470180
2021-09-20,Printer,6,91074
2021-06-17,Mouse,5,6245
2020-08-29,Monitor,1,9667
2022-08-25,Headphones,9,26667
2023-10-26,Printer,9,114984
2022-04-26,Laptop,3,204012
2021-02-14,Camera,7,662424
2022-07-26,Tablet,6,160914
2020-06-14,Monitor,6,99528
2021-10-03,Laptop,1,109251
2021-07-14,Headphones,3,31323
2020-11-20,Monitor,2,26960
2023-06-12,Printer,7,113526
2022-05-28,Monitor,7,37135
2020-03-18,Keyboard,4,14224
2020-01-29,Camera,9,404811
2020-02-06,Laptop,4,318628
2023-11-21,Camera,5,184495
2020-07-29,Printer,9,200601
2021-09-18,Tablet,2,35992
2021-09-02,Smartwatch,8,230792
2022-12-01,Mouse,9,8919
2022-06-07,Tablet,6,282744
2022-01-05,Headphones,3,42909
2022-04-06,Laptop,4,317608
2020-09-25,Headphones,1,10661
2022-10-30,Tablet,2,78048
2023-12-27,Laptop,7,937496
2021-06-07,Keyboard,10,8980
2023-05-01,Laptop,2,271328
2020-02-10,Laptop,2,209254
2022-06-28,Printer,2,41866
2021-06-01,Monitor,3,55401
2023-11-24,Laptop,5,525820
2023-09-17,Mobile,9,408474
2023-06-29,Mouse,3,3471
2020-08-02,Keyboard,10,14640
2021-08-01,Mobile,2,150478
2021-02-10,Mouse,4,7572
2021-06-22,Keyboard,4,13728
2023-12-11,Printer,5,41275
2020-03-21,Keyboard,8,17608
2023-11-10,Monitor,6,122208
2020-01-06,Laptop,2,128948
2023-03-21,Monitor,3,32709
2022-11-13,Mobile,2,87080
2023-08-12,Headphones,8,46800
2021-06-24,Monitor,1,11541
2020-12-23,Laptop,5,486070
2023-10-18,Camera,7,817607
2020-08-25,Mobile,1,11267
2020-10-10,Tablet,6,230580
2022-06-15,Mouse,5,9005
2020-07-09,Camera,6,263814
2020-08-21,Printer,7,125713
2021-07-10,Printer,8,134552
2023-08-21,Tablet,2,47368
2023-11-26,Laptop,3,190779
2022-05-02,Mouse,8,15544
2023-03-11,Monitor,3,89661
2022-01-04,Mouse,1,1701
2020-09-24,Monitor,8,99208
2022-04-22,Monitor,1,9150
2021-06-19,Camera,1,112349
2023-10-20,Keyboard,10,23340
2023-10-03,Camera,9,797076
2023-11-10,Mouse,2,2372
2023-09-17,Headphones,8,53312
2023-09-21,Printer,3,63885
2023-06-09,Laptop,1,134331
2020-11-17,Keyboard,8,36488
2020-12-04,Mobile,8,416208
2021-05-08,Camera,5,132995
2022-11-04,Headphones,9,103860
2022-02-14,Printer,4,22332
2022-07-29,Monitor,10,343660
2020-06-29,Monitor,8,205704
2020-08-31,Monitor,1,11726
2022-04-06,Printer,1,21256
2023-01-29,Laptop,2,258388
2023-06-21,Smartwatch,9,210834
2021-02-27,Monitor,6,172872
2020-04-21,Headphones,8,51512
2023-02-21,Mouse,10,12680
2023-09-07,Camera,8,279560
2020-07-18,Headphones,1,6592
2021-12-28,Smartwatch,9,198936
2022-02-04,Mobile,1,31516
2022-10-05,Tablet,7,154063
2021-06-04,Mouse,4,2736
2020-09-04,Printer,4,71904
2021-01-25,Camera,2,238482
2022-04-28,Laptop,10,661500
2022-07-11,Monitor,10,380430
2020-10-02,Monitor,1,39757
2020-04-09,Keyboard,7,31192
2022-11-07,Tablet,10,263800
2020-09-19,Mobile,7,365288
2022-10-29,Printer,7,160685
2023-11-19,Headphones,5,37590
2021-12-03,Smartwatch,8,74960
2020-10-09,Printer,10,197860
2021-09-04,Keyboard,6,13680
2021-02-15,Headphones,10,127040
2021-08-18,Camera,3,339339
2023-08-24,Tablet,9,325143
2023-12-25,Mobile,6,437778
2023-04-08,Mouse,7,11760
2022-12-29,Smartwatch,7,37926
2022-12-06,Mobile,1,59921
2020-10-24,Laptop,1,76201
2021-06-30,Tablet,5,157100
2020-10-26,Laptop,5,383690
2023-01-13,Laptop,6,655932
2020-07-28,Mouse,9,6831
2023-08-18,Keyboard,7,17122
2022-11-12,Smartwatch,1,17503
2022-03-04,Printer,6,126552
2020-04-20,Laptop,5,383095
2023-06-24,Monitor,4,116400
2023-04-20,Keyboard,10,21090
2021-01-31,Smartwatch,8,86504
2023-10-30,Mobile,3,98337
2022-11-18,Mobile,7,107282
2022-05-27,Smartwatch,9,122922
2020-09-23,Tablet,10,317120
2020-01-12,Camera,8,904160
2020-11-13,Laptop,3,276861
2023-05-07,Laptop,10,1367550
2021-09-08,Monitor,10,284670
2020-05-29,Camera,9,439470
2021-01-11,Keyboard,2,9276
2020-11-22,Printer,9,185373
2022-04-06,Mobile,6,233952
2021-03-12,Camera,6,403740
2021-08-24,Headphones,10,96910
2022-08-30,Keyboard,1,1439
2023-10-01,Camera,8,412016
2023-08-08,Mouse,10,7990
2020-03-22,Camera,7,244020
2022-03-01,Smartwatch,9,258507
2021-08-02,Laptop,9,892314
2022-11-19,Keyboard,8,35896
2020-03-30,Smartwatch,4,61984
2022-11-18,Mobile,2,63880
2023-01-06,Keyboard,1,1036
2021-03-07,Headphones,7,102837
2020-07-31,Headphones,9,131202
2023-12-10,Printer,2,16076
2020-02-18,Monitor,6,44892
2020-06-28,Mobile,1,33329
2021-05-30,Keyboard,2,4728
2021-06-13,Printer,7,124474
2023-07-14,Printer,7,93569
2020-02-04,Printer,2,41050
2020-01-13,Mouse,2,3696
2023-04-14,Laptop,2,193768
2022-10-26,Mobile,5,247490
2023-05-27,Mobile,5,336835
2022-02-20,Printer,1,18531
2020-11-16,Keyboard,4,6468
2022-03-11,Keyboard,5,8400
2021-09-02,Camera,1,92551
2023-02-10,Tablet,2,35474
2020-01-11,Mouse,10,11070
2023-01-05,Keyboard,2,5992
2021-03-06,Camera,4,296348
2023-08-15,Keyboard,3,5454
2021-01-11,Headphones,10,146760
2021-06-01,Headphones,2,7942
2023-10-06,Mouse,1,1838
2023-01-29,Monitor,9,88137
2021-08-18,Mobile,5,114355
2021-02-08,Mouse,8,7816
2022-01-01,Tablet,4,86224
2021-08-06,Mouse,2,1392
2021-10-12,Monitor,8,212144
2023-06-16,Smartwatch,10,99930
2023-03-04,Mouse,6,11724
2021-10-09,Printer,3,9474
2021-10-03,Headphones,4,50672
2023-08-05,Printer,5,73895
2020-10-02,Camera,8,645328
2022-07-01,Camera,5,419140
2023-02-03,Mobile,3,62232
2021-07-28,Tablet,9,250857
2021-06-23,Mobile,2,24882
2022-11-04,Laptop,10,1258770
2022-04-09,Mouse,4,1500
2023-02-03,Smartwatch,9,204156
2022-08-24,Tablet,6,244332
2021-04-02,Mouse,5,2870
2022-08-09,Keyboard,9,11169
2022-03-23,Camera,9,192492
2023-09-19,Headphones,10,122090
2020-12-05,Keyboard,3,12465
2020-11-22,Tablet,10,245810
2022-09-17,Camera,1,48681
2022-09-25,Headphones,2,10662
2022-01-26,Headphones,1,11954
2021-02-27,Keyboard,6,22074
2022-08-19,Monitor,1,7615
2023-08-21,Camera,2,224480
2022-12-03,Smartwatch,5,119800
2023-01-19,Mouse,3,3213
2023-08-31,Printer,6,133542
2023-08-31,Mobile,9,386775
2022-02-09,Headphones,9,68841
2021-12-23,Camera,8,665528
2023-05-22,Laptop,9,613926
2022-06-19,Tablet,4,80208
2022-11-19,Smartwatch,4,39692
2021-01-17,Tablet,6,136524
2023-09-15,Headphones,7,100030
2021-11-07,Mobile,8,582072
2022-09-08,Headphones,10,36410
2023-08-18,Printer,1,10984
2020-03-29,Tablet,10,255590
2020-10-02,Keyboard,1,1703
2020-04-24,Tablet,5,133990
2022-11-24,Printer,10,214680
2023-07-29,Laptop,5,306195
2021-03-19,Monitor,10,358940
2022-09-13,Tablet,4,167680
2023-05-15,Tablet,10,269190
2023-06-30,Keyboard,5,9365
2023-11-05,Camera,8,785504
2023-04-24,Mobile,4,238288
2022-02-28,Tablet,2,32170
2021-02-18,Keyboard,9,35442
2020-11-02,Mouse,2,1326
2022-09-01,Mouse,10,3790
2022-12-24,Keyboard,2,2526
2022-09-14,Tablet,10,150780
2023-10-21,Printer,9,151056
2022-01-28,Laptop,9,956016
2021-04-14,Monitor,7,195797
2023-04-21,Mouse,2,2342
2020-10-01,Smartwatch,8,100944
2020-06-20,Smartwatch,10,228160
2022-04-16,Smartwatch,4,20716
2023-12-23,Laptop,10,1184900
2020-08-29,Keyboard,1,3572
2023-09-02,Headphones,6,46188
2022-01-11,Mobile,3,197538
2023-08-27,Mouse,5,4175
2023-01-02,Printer,10,149810
2023-06-07,Smartwatch,7,208166
2021-02-21,Printer,9,191430
2022-09-15,Tablet,6,280218
2021-06-03,Smartwatch,10,162830
2023-12-15,Printer,3,73809
2020-08-31,Headphones,8,110640
2023-12-03,Tablet,2,58108
2022-11-07,Printer,6,126246
2023-06-11,Laptop,3,303000
2023-07-26,Laptop,2,138096
2022-08-23,Mouse,7,3360
2020-05-11,Smartwatch,4,68604
2020-06-12,Mouse,1,1783
2022-02-26,Printer,10,245010
2022-12-03,Smartwatch,10,68820
2020-12-24,Monitor,8,45608
2021-02-17,Keyboard,5,10475
2020-03-09,Mouse,9,12204
2023-12-01,Headphones,10,37760
2023-10-12,Laptop,6,488154
2023-09-03,Laptop,3,184146
2021-07-19,Printer,6,149658
2022-03-20,Printer,10,95630
2022-11-26,Laptop,2,123636
2023-01-30,Smartwatch,9,216909
2021-12-13,Camera,5,248305
2023-05-26,Headphones,8,60944
2023-03-23,Laptop,5,364710
2022-04-13,Keyboard,2,2184
2022-10-27,Smartwatch,6,53004
2022-11-17,Smartwatch,9,214542
2021-05-27,Monitor,7,256865
2021-05-13,Camera,8,874696
2022-08-01,Mouse,1,1287
2020-08-26,Smartwatch,2,35078
2023-07-21,Headphones,4,56436
2021-10-08,Printer,6,119544
2023-01-02,Laptop,5,412695
2021-08-11,Mobile,7,383775
2020-06-04,Keyboard,3,13209
2021-10-04,Camera,4,380788
2021-07-05,Tablet,4,190808
2021-02-12,Headphones,4,21392
2021-02-27,Headphones,4,58716
2021-05-26,Mouse,6,3714
2020-08-06,Mobile,2,149148
2023-06-11,Laptop,9,499851
2022-09-14,Camera,10,613420
2022-10-05,Mouse,5,6525
2021-01-09,Keyboard,5,18795
2021-03-30,Mouse,3,1230
2022-12-12,Printer,8,165752
2020-03-07,Keyboard,6,22350
2023-11-06,Tablet,8,183104
2023-12-01,Keyboard,8,24680
2023-11-12,Laptop,1,138356
2021-03-07,Printer,10,63010
2021-10-28,Camera,10,540390
2021-01-18,Keyboard,5,12210
2021-07-05,Monitor,10,274850
2022-01-19,Tablet,8,342264
2021-03-07,Printer,6,89772
2022-03-31,Smartwatch,8,87152
2023-03-16,Tablet,10,299790
2020-07-23,Smartwatch,4,92788
2022-06-04,Printer,4,31116
2020-11-02,Monitor,1,16574
2022-05-13,Monitor,3,116646
2022-12-29,Camera,8,474608
2021-05-28,Keyboard,10,8900
2022-03-26,Mobile,3,53607
2021-03-17,Smartwatch,8,205112
2020-07-16,Monitor,6,132144
2022-01-09,Camera,9,837639
2021-06-11,Camera,1,73970
2020-09-05,Camera,10,460770
2023-03-27,Mouse,9,5913
2021-08-05,Camera,6,649416
2022-11-11,Monitor,8,81104
2022-02-19,Mouse,5,6245
2023-07-17,Tablet,3,111333
2022-05-13,Mouse,10,11280
2020-05-26,Mobile,3,165117
2021-04-12,Camera,6,633546
2021-08-19,Smartwatch,10,261230
2022-03-20,Smartwatch,8,135200
2023-04-17,Keyboard,8,31128
2020-12-08,Tablet,1,23194
2021-04-25,Smartwatch,2,23800
2020-12-07,Printer,2,12262
2020-05-10,Monitor,9,76743
2020-02-23,Printer,9,51543
2020-07-31,Smartwatch,10,100880
2020-06-21,Printer,5,52575
2021-05-21,Smartwatch,8,204224
2020-09-15,Tablet,9,235620
2020-02-28,Laptop,6,555744
2022-09-02,Monitor,9,205668
2023-01-28,Monitor,3,49806
2023-04-25,Mouse,8,12736
2023-07-26,Mouse,7,9604
2023-08-03,Keyboard,5,16720
2022-09-13,Keyboard,4,4932
2022-06-23,Smartwatch,6,111042
2021-06-16,Tablet,5,78455
2020-01-01,Keyboard,3,9951
2021-08-10,Monitor,9,49905
2023-11-09,Monitor,8,197080
2020-01-19,Printer,5,112810
2021-04-18,Laptop,9,890766
2021-01-21,Printer,9,155907
2022-03-19,Headphones,3,38139
2023-08-15,Printer,7,71596
2021-06-22,Mobile,7,289793
2022-11-24,Mouse,5,4415
2023-08-21,Keyboard,5,19410
2021-01-20,Mobile,3,83721
2021-08-16,Mobile,8,554760
2021-07-11,Mouse,8,5472
2021-10-18,Laptop,3,169515
2022-12-31,Laptop,3,190215
2021-07-31,Smartwatch,3,85305
2022-06-16,Laptop,4,247288
2020-11-04,Laptop,8,627736
2021-12-01,Printer,5,96655
2022-01-30,Monitor,1,26643
2020-06-13,Tablet,1,32465
2022-03-14,Mobile,9,644607
2021-01-06,Headphones,5,71945
2022-02-20,Laptop,2,287348
2021-05-24,Printer,8,88792
2020-03-09,Headphones,8,104376
2020-07-11,Keyboard,4,17492
2022-03-07,Smartwatch,6,61182
2023-07-12,Laptop,9,1064502
2020-09-07,Smartwatch,8,207384
2021-09-03,Headphones,6,11118
2023-09-27,Headphones,2,9732
2023-07-20,Printer,6,20958
2020-12-08,Smartwatch,10,89200
2022-03-21,Headphones,1,1688
2023-04-05,Monitor,10,151570
2022-01-30,Mobile,4,122676
2022-10-20,Mobile,10,543570
2023-07-04,Laptop,1,96598
2023-08-13,Tablet,9,198342
2020-09-14,Monitor,4,103028
2023-02-17,Camera,8,928800
2021-01-30,Laptop,7,678615
2020-10-02,Smartwatch,1,20902
2023-12-18,Monitor,9,218826
2023-01-16,Monitor,4,68920
2023-01-18,Camera,6,695982
2022-08-17,Smartwatch,10,231700
2020-11-24,Mobile,9,272871
2022-07-09,Smartwatch,5,113735
2022-01-21,Monitor,1,38158
2022-02-15,Tablet,1,38860
2023-06-24,Headphones,6,76872
2020-05-09,Keyboard,7,14385
2022-12-09,Monitor,9,135909
2023-06-09,Smartwatch,6,110568
2023-08-05,Camera,2,65232
2022-12-07,Mobile,1,27009
2020-12-31,Laptop,4,256124
2022-09-21,Headphones,2,3042
2023-03-15,Printer,8,161840
2023-07-01,Mouse,5,2000
2022-01-20,Headphones,10,127610
2020-05-25,Laptop,4,543800
2022-10-03,Mobile,8,143648
2022-01-09,Keyboard,7,24661
2023-12-21,Laptop,10,848400
2022-12-19,Laptop,2,179666
2020-06-08,Headphones,9,23319
2020-07-26,Headphones,9,65817
2021-01-23,Headphones,9,105858
2021-05-24,Mouse,3,4329
2023-02-17,Printer,2,47852
2023-03-26,Camera,8,896672
2023-09-24,Printer,2,16932
2021-01-04,Keyboard,7,32438
2021-11-22,Tablet,9,396297
2021-12-22,Camera,9,562977
2022-01-31,Printer,7,95186
2023-05-31,Headphones,10,99390
2021-03-14,Printer,9,101925
2022-01-07,Monitor,8,248184
2020-01-01,Laptop,5,640435
2020-02-03,Keyboard,3,8916
2020-01-14,Smartwatch,4,48156
2021-10-06,Laptop,5,612845
2022-11-13,Keyboard,10,17670
2020-07-12,Laptop,8,772928
2020-11-15,Tablet,5,195285
2023-04-07,Headphones,4,20792
2021-09-07,Mobile,10,624020
2023-03-11,Headphones,2,25710
2021-10-26,Monitor,3,110997
2023-11-13,Mouse,2,3038
2023-08-08,Smartwatch,1,28946
2023-03-26,Printer,2,9664
2021-11-15,Camera,7,522158
2020-09-03,Headphones,10,11870
2023-07-22,Printer,1,12987
2022-12-09,Laptop,6,724614
2023-03-02,Tablet,6,287550
2023-11-30,Headphones,3,5481
2023-10-11,Printer,8,180008
2023-03-24,Keyboard,2,4638
2022-06-03,Smartwatch,7,68950
2020-09-27,Camera,2,164742
2023-03-16,Laptop,9,920898
2021-06-21,Mobile,7,530418
2022-06-08,Tablet,3,139551
2023-02-19,Headphones,8,59808
2023-08-28,Mouse,4,5796
2023-06-15,Keyboard,4,9940
2020-05-26,Smartwatch,7,109179
2023-11-03,Mouse,2,1060
2023-10-07,Printer,7,104783
2021-12-14,Headphones,6,39864
2023-05-01,Laptop,5,360920
2021-12-17,Mouse,8,12608
2020-10-25,Monitor,1,20301
2021-02-12,Camera,3,357951
2020-06-24,Mobile,1,41856
2023-06-25,Tablet,5,79500
2021-12-04,Mobile,5,344950
2022-08-22,Laptop,6,464370
2023-01-06,Headphones,4,39808
2022-12-07,Smartwatch,9,187443
2023-06-29,Tablet,1,39681
2023-04-08,Keyboard,1,2592
2020-12-14,Laptop,5,381525
2023-11-27,Mouse,5,2040
2022-08-10,Laptop,2,201880
2023-09-14,Smartwatch,6,51210
2020-02-09,Smartwatch,7,88018
2022-02-18,Keyboard,2,6168
2022-09-19,Mouse,9,4320
2021-01-16,Headphones,9,76527
2023-02-22,Laptop,1,82426
2022-12-20,Smartwatch,6,126324
2022-03-16,Tablet,1,37726
2023-11-02,Camera,6,611700
2021-09-11,Headphones,9,49671
2020-05-06,Smartwatch,7,41755
2023-02-10,Smartwatch,4,39884
2021-11-30,Printer,3,17628
2022-02-21,Keyboard,10,23630
2022-05-04,Headphones,10,35020
2022-05-23,Smartwatch,10,157900
2022-07-08,Keyboard,3,6579
2023-08-29,Tablet,10,282580
2020-10-09,Smartwatch,9,84879
2022-05-30,Tablet,10,253570
2021-10-12,Mobile,9,718704
2020-08-30,Tablet,6,147216
2020-03-01,Camera,7,517321
2021-09-13,Monitor,5,74790
2021-01-19,Mobile,3,102645
2020-02-23,Mouse,10,8460
2023-05-25,Mouse,10,7720
2023-05-06,Headphones,4,49044
2020-02-23,Camera,2,220392
2022-09-03,Tablet,9,411480
2023-12-29,Camera,3,212355
2022-10-03,Monitor,3,47199
2021-01-30,Headphones,1,7694
2020-01-31,Smartwatch,7,86044
2023-10-06,Headphones,4,8332
2020-12-28,Monitor,10,371080
2023-11-09,Camera,8,418768
2022-05-25,Printer,1,22920
2022-02-18,Camera,7,701057
2023-03-17,Mouse,9,12375
2023-08-06,Laptop,9,578952
2022-07-13,Monitor,1,21103
2022-11-28,Keyboard,7,5747
2023-02-16,Printer,9,212985
2020-04-10,Headphones,5,41005
2022-03-26,Smartwatch,5,100585
2020-12-06,Printer,5,115455
2020-04-21,Keyboard,3,12891
2023-08-16,Monitor,2,75622
2020-08-19,Tablet,10,238670
2022-03-16,Printer,6,106644
2020-02-21,Tablet,8,225864
2022-07-20,Mobile,5,262385
2023-11-17,Tablet,2,41952
2020-08-21,Monitor,6,63540
2022-12-08,Printer,9,207504
2020-11-23,Printer,9,139239
2020-03-30,Tablet,6,149016
2020-11-28,Tablet,3,55086
2022-05-09,Smartwatch,5,144625
2022-07-02,Smartwatch,3,26556
2020-09-26,Headphones,1,11200
2021-06-02,Laptop,8,921800
2022-10-18,Keyboard,1,4542
2021-05-02,Headphones,10,118040
2022-09-01,Monitor,7,237706
2020-06-11,Mouse,10,3130
2021-05-16,Keyboard,5,11000
2020-04-10,Tablet,3,55824
2023-08-30,Camera,1,39054
2020-03-07,Mouse,10,9110
2021-11-09,Mobile,1,24272
2022-05-03,Tablet,3,100911
2023-06-05,Mouse,10,19120
2023-02-25,Tablet,8,308840
2020-03-14,Mobile,5,261560
2022-01-24,Printer,2,34004
2023-02-01,Mobile,5,358550
2020-10-02,Mobile,5,265750
2022-12-15,Printer,9,88884
2023-11-26,Headphones,10,19530
2020-08-11,Mouse,9,4311
2022-09-17,Mouse,5,5870
2023-05-31,Camera,5,444320
2023-03-23,Mouse,6,3390
2023-06-12,Mouse,8,10912
2023-07-18,Monitor,8,134320
2023-06-02,Headphones,5,20855
2020-01-04,Mobile,1,70933
